Iteration,Heuristic Value,Time
872,22,71.0000
873,22,71.0000
874,22,71.0000
875,22,71.0000
876,22,71.0000
877,22,71.0000
878,22,71.0000
879,22,71.0000
880,22,71.0000
881,22,72.0000
882,22,72.0000
883,23,72.0000
884,23,72.0000
885,23,72.0000
886,23,72.0000
887,23,72.0000
888,23,72.0000
889,23,72.0000
890,23,72.0000
891,23,72.0000
892,23,72.0000
893,23,72.0000
894,23,73.0000
895,23,73.0000
896,23,73.0000
897,23,73.0000
898,23,73.0000
899,23,73.0000
900,23,73.0000
901,23,73.0000
902,23,73.0000
903,23,73.0000
904,23,73.0000
905,23,73.0000
906,23,73.0000
907,23,74.0000
908,23,74.0000
909,23,74.0000
910,23,74.0000
911,23,74.0000
912,23,74.0000
913,23,74.0000
914,23,74.0000
915,23,74.0000
916,23,74.0000
917,23,74.0000
918,23,74.0000
919,23,74.0000
920,23,74.0000
921,23,75.0000
922,23,75.0000
923,23,75.0000
924,23,75.0000
925,23,75.0000
926,23,75.0000
927,23,75.0000
928,23,75.0000
929,23,75.0000
930,23,75.0000
931,23,75.0000
932,23,75.0000
933,23,75.0000
934,23,75.0000
935,23,76.0000
936,23,76.0000
937,23,76.0000
938,23,76.0000
939,23,76.0000
940,23,76.0000
941,23,76.0000
942,23,76.0000
943,23,76.0000
944,23,76.0000
945,23,76.0000
946,23,76.0000
947,23,76.0000
948,23,76.0000
949,23,77.0000
950,23,77.0000
951,23,77.0000
952,23,77.0000
953,23,77.0000
954,23,77.0000
955,23,77.0000
956,23,77.0000
957,23,77.0000
958,23,77.0000
959,23,77.0000
960,23,77.0000
961,23,78.0000
962,23,78.0000
963,23,78.0000
964,23,78.0000
965,23,78.0000
966,23,78.0000
967,23,78.0000
968,23,78.0000
969,23,79.0000
970,23,79.0000
971,23,79.0000
972,23,79.0000
973,23,79.0000
974,23,79.0000
975,23,79.0000
976,23,79.0000
977,23,79.0000
978,23,79.0000
979,23,79.0000
980,23,79.0000
981,23,79.0000
982,23,79.0000
983,23,79.0000
984,23,79.0000
985,23,79.0000
986,23,79.0000
987,23,79.0000
988,23,79.0000
989,23,79.0000
990,23,79.0000
991,23,79.0000
992,23,80.0000
993,23,80.0000
994,23,80.0000
995,23,80.0000
996,23,80.0000
997,23,80.0000
998,23,80.0000
999,23,80.0000
1000,23,80.0000
1001,23,80.0000
1002,23,80.0000
1003,23,80.0000
1004,23,80.0000
1005,23,81.0000
1006,23,81.0000
1007,23,81.0000
1008,23,81.0000
1009,23,81.0000
1010,23,81.0000
1011,23,81.0000
1012,23,81.0000
1013,23,81.0000
1014,23,81.0000
1015,23,81.0000
1016,23,81.0000
1017,23,81.0000
1018,23,81.0000
1019,23,82.0000
1020,23,82.0000
1021,23,82.0000
1022,23,82.0000
1023,23,82.0000
1024,23,83.0000
1025,23,83.0000
1026,23,83.0000
1027,23,83.0000
1028,23,83.0000
1029,23,83.0000
1030,23,83.0000
1031,23,83.0000
1032,23,83.0000
1033,23,83.0000
1034,23,83.0000
1035,23,83.0000
1036,23,83.0000
1037,23,83.0000
1038,23,84.0000
1039,23,84.0000
1040,23,84.0000
1041,23,84.0000
1042,23,84.0000
1043,23,84.0000
1044,23,84.0000
1045,23,84.0000
1046,23,84.0000
1047,23,84.0000
1048,23,84.0000
1049,23,84.0000
1050,23,84.0000
1051,23,84.0000
1052,23,84.0000
1053,23,84.0000
1054,23,84.0000
1055,23,84.0000
1056,23,84.0000
1057,23,84.0000
1058,23,84.0000
1059,23,84.0000
1060,23,84.0000
1061,23,84.0000
1062,23,84.0000
1063,23,84.0000
1064,23,84.0000
1065,23,84.0000
1066,23,84.0000
1067,23,84.0000
1068,23,84.0000
1069,23,84.0000
1070,23,84.0000
1071,23,84.0000
1072,23,84.0000
1073,23,84.0000
1074,23,84.0000
1075,23,84.0000
1076,23,84.0000
1077,23,84.0000
1078,23,84.0000
1079,24,84.0000
1080,24,84.0000
1081,24,84.0000
1082,24,84.0000
1083,24,84.0000
1084,24,84.0000
1085,24,84.0000
1086,24,84.0000
1087,24,84.0000
1088,24,84.0000
1089,24,84.0000
1090,24,84.0000
1091,24,88.0000
1092,24,88.0000
1093,24,88.0000
1094,24,88.0000
1095,25,88.0000
1096,25,88.0000
1097,25,88.0000
1098,25,88.0000
1099,25,88.0000
1100,25,88.0000
1101,25,88.0000
1102,25,88.0000
1103,25,88.0000
1104,25,88.0000
1105,25,88.0000
1106,25,89.0000
1107,25,89.0000
1108,25,89.0000
1109,25,89.0000
1110,25,89.0000
1111,25,89.0000
1112,25,89.0000
1113,25,89.0000
1114,25,89.0000
1115,25,89.0000
1116,25,90.0000
1117,25,90.0000
1118,25,90.0000
1119,25,90.0000
1120,25,90.0000
1121,25,90.0000
1122,25,90.0000
1123,25,90.0000
1124,26,90.0000
1125,26,90.0000
1126,26,90.0000
1127,26,90.0000
1128,26,90.0000
1129,26,90.0000
1130,26,90.0000
1131,26,91.0000
1132,26,91.0000
1133,26,91.0000
1134,26,91.0000
1135,26,91.0000
1136,26,91.0000
1137,26,91.0000
1138,26,91.0000
1139,26,91.0000
1140,26,91.0000
1141,26,91.0000
1142,26,91.0000
1143,26,91.0000
1144,26,92.0000
1145,26,92.0000
1146,26,92.0000
1147,26,92.0000
1148,26,92.0000
1149,26,92.0000
1150,26,93.0000
1151,26,93.0000
1152,26,93.0000
1153,26,93.0000
1154,26,93.0000
1155,26,93.0000
1156,26,93.0000
1157,26,93.0000
1158,26,93.0000
1159,26,93.0000
1160,26,93.0000
1161,26,93.0000
1162,26,93.0000
1163,26,93.0000
1164,26,93.0000
1165,26,93.0000
1166,26,93.0000
1167,26,93.0000
1168,26,93.0000
1169,26,93.0000
1170,26,93.0000
1171,26,93.0000
1172,26,93.0000
1173,26,93.0000
1174,26,93.0000
1175,26,93.0000
1176,26,93.0000
1177,26,93.0000
1178,26,93.0000
1179,26,93.0000
1180,26,93.0000
1181,26,93.0000
1182,26,95.0000
1183,26,95.0000
1184,26,95.0000
1185,26,95.0000
1186,26,95.0000
1187,26,95.0000
1188,26,95.0000
1189,26,95.0000
1190,26,95.0000
1191,26,95.0000
1192,26,95.0000
1193,26,96.0000
1194,26,96.0000
1195,26,96.0000
1196,26,96.0000
1197,26,96.0000
1198,26,96.0000
1199,26,96.0000
1200,26,96.0000
1201,26,96.0000
1202,26,96.0000
1203,26,96.0000
1204,26,96.0000
1205,26,96.0000
1206,26,96.0000
1207,26,96.0000
1208,26,96.0000
1209,26,96.0000
1210,26,96.0000
1211,26,96.0000
1212,26,96.0000
1213,26,96.0000
1214,26,98.0000
1215,26,98.0000
1216,26,98.0000
1217,26,98.0000
1218,26,98.0000
1219,26,98.0000
1220,26,98.0000
1221,26,98.0000
1222,26,98.0000
1223,26,98.0000
1224,26,98.0000
1225,26,98.0000
1226,26,98.0000
1227,26,98.0000
1228,26,99.0000
1229,26,99.0000
1230,26,99.0000
1231,26,99.0000
1232,26,99.0000
1233,26,99.0000
1234,26,99.0000
1235,26,99.0000
1236,26,99.0000
1237,26,99.0000
1238,26,99.0000
1239,26,99.0000
1240,26,99.0000
1241,26,99.0000
1242,26,99.0000
1243,26,100.0000
1244,26,100.0000
1245,26,100.0000
1246,26,100.0000
1247,26,100.0000
1248,26,100.0000
1249,26,100.0000
1250,26,100.0000
1251,26,100.0000
1252,26,100.0000
1253,26,100.0000
1254,26,101.0000
1255,26,101.0000
1256,26,101.0000
1257,26,101.0000
1258,26,101.0000
1259,26,101.0000
1260,26,101.0000
1261,26,101.0000
1262,26,101.0000
1263,26,101.0000
1264,26,101.0000
1265,26,101.0000
1266,26,102.0000
1267,26,102.0000
1268,26,102.0000
1269,26,102.0000
1270,26,102.0000
1271,26,102.0000
1272,26,102.0000
1273,26,103.0000
1274,26,103.0000
1275,26,103.0000
1276,26,103.0000
1277,26,103.0000
1278,26,103.0000
1279,26,103.0000
1280,26,103.0000
1281,26,103.0000
1282,26,103.0000
1283,26,103.0000
1284,26,103.0000
1285,26,103.0000
1286,26,103.0000
1287,26,103.0000
1288,26,103.0000
1289,26,103.0000
1290,26,103.0000
1291,26,103.0000
1292,26,103.0000
1293,26,103.0000
1294,26,103.0000
1295,26,103.0000
1296,26,103.0000
1297,26,103.0000
1298,26,103.0000
1299,26,103.0000
1300,26,103.0000
1301,26,103.0000
1302,26,103.0000
1303,26,103.0000
1304,26,103.0000
1305,26,103.0000
1306,26,103.0000
1307,26,103.0000
1308,26,103.0000
1309,26,103.0000
1310,26,103.0000
1311,26,103.0000
1312,26,103.0000
1313,26,103.0000
1314,26,103.0000
1315,26,103.0000
1316,26,103.0000
1317,26,103.0000
1318,26,103.0000
1319,26,103.0000
1320,26,103.0000
1321,26,103.0000
1322,26,103.0000
1323,26,103.0000
1324,26,103.0000
1325,26,103.0000
1326,26,103.0000
1327,26,103.0000
1328,26,103.0000
1329,26,103.0000
1330,26,103.0000
1331,26,103.0000
1332,26,103.0000
1333,26,103.0000
1334,26,107.0000
1335,26,107.0000
1336,26,107.0000
1337,26,107.0000
1338,26,107.0000
1339,26,107.0000
1340,26,107.0000
1341,26,107.0000
1342,26,107.0000
1343,26,107.0000
1344,26,107.0000
1345,26,107.0000
1346,26,108.0000
1347,26,108.0000
1348,26,108.0000
1349,26,108.0000
1350,26,108.0000
1351,26,108.0000
1352,26,109.0000
1353,26,109.0000
1354,26,109.0000
1355,26,109.0000
1356,26,109.0000
1357,26,109.0000
1358,26,109.0000
1359,26,109.0000
1360,26,109.0000
1361,26,109.0000
1362,26,109.0000
1363,26,109.0000
1364,26,109.0000
1365,26,109.0000
1366,26,110.0000
1367,26,110.0000
1368,26,110.0000
1369,26,110.0000
1370,26,110.0000
1371,26,110.0000
1372,26,110.0000
1373,26,110.0000
1374,26,110.0000
1375,26,110.0000
1376,26,110.0000
1377,26,110.0000
1378,26,110.0000
1379,26,111.0000
1380,26,111.0000
1381,26,111.0000
1382,26,111.0000
1383,26,111.0000
1384,26,111.0000
1385,26,111.0000
1386,26,111.0000
1387,26,111.0000
1388,26,111.0000
1389,26,111.0000
1390,26,111.0000
1391,26,112.0000
1392,26,112.0000
1393,26,112.0000
1394,26,112.0000
1395,26,113.0000
1396,26,113.0000
1397,26,113.0000
1398,26,113.0000
1399,26,113.0000
1400,26,113.0000
1401,26,113.0000
1402,26,113.0000
1403,26,113.0000
1404,26,113.0000
1405,26,113.0000
1406,26,113.0000
1407,26,114.0000
1408,26,114.0000
1409,26,114.0000
1410,26,114.0000
1411,26,114.0000
1412,26,114.0000
1413,26,114.0000
1414,26,114.0000
1415,26,114.0000
1416,26,114.0000
1417,26,114.0000
1418,26,114.0000
1419,26,115.0000
1420,26,115.0000
1421,26,115.0000
1422,26,115.0000
1423,26,115.0000
1424,26,115.0000
1425,26,115.0000
1426,26,115.0000
1427,26,115.0000
1428,26,115.0000
1429,26,115.0000
1430,26,115.0000
1431,26,115.0000
1432,26,115.0000
1433,26,115.0000
1434,26,115.0000
1435,26,115.0000
1436,26,115.0000
1437,26,115.0000
1438,26,115.0000
1439,26,115.0000
1440,26,115.0000
1441,26,115.0000
1442,26,115.0000
1443,26,115.0000
1444,26,115.0000
1445,26,115.0000
1446,26,115.0000
1447,26,115.0000
1448,26,115.0000
1449,26,115.0000
1450,26,115.0000
1451,26,115.0000
1452,26,115.0000
1453,26,115.0000
1454,26,115.0000
1455,26,115.0000
1456,26,115.0000
1457,26,118.0000
1458,26,118.0000
1459,26,118.0000
1460,26,118.0000
1461,26,118.0000
1462,26,118.0000
1463,26,118.0000
1464,26,118.0000
1465,26,118.0000
1466,26,118.0000
1467,26,118.0000
1468,26,118.0000
1469,26,118.0000
1470,26,118.0000
1471,26,118.0000
1472,26,119.0000
1473,26,119.0000
1474,26,119.0000
1475,26,119.0000
1476,26,119.0000
1477,26,119.0000
1478,26,119.0000
1479,26,119.0000
1480,26,119.0000
1481,26,119.0000
1482,26,120.0000
1483,26,120.0000
1484,26,120.0000
1485,26,120.0000
1486,26,120.0000
1487,26,120.0000
1488,26,120.0000
1489,26,120.0000
1490,26,121.0000
1491,26,121.0000
1492,26,121.0000
1493,26,121.0000
1494,26,121.0000
1495,26,121.0000
1496,26,121.0000
